firstName,lastName,year,teamname,leaguename,phase,draftRound,overall,signed,"drafting team",draftPosit,borndate,place,ht,WT,Bats,Throws,draftRegionID,PlayerID,retroid,mlbid,playerClass,schoolDivision,g,ab,r,h,dbl,tpl,hr,rbi,sb,cs,bb,so,hbp,sh,sf,ibb,gdp,tb,pa,xbh,sgl,avg,obp,slg,ops,seca,iso,babip,bb%,so%,so/bb,ab/hr
Casey,Golden,2017,"UNC Wilmington","Colonial Athletic Association",June-Reg,20,596,Y,"Colorado Rockies",RF,9/1/1994,"Greensboro,NC",'6-2,185,R,R,NC,186993,,668680,JR,"NCAA 1",57,226,55,70,13,0,21,42,6,2,25,73,10,1,0,0,4,146,262,34,36,.310,.402,.646,1.048,.465,.336,.371,9.54,27.86,2.92,10.76
Gavin,Stupienski,2016,"UNC Wilmington","Colonial Athletic Association",June-Reg,12,359,Y,"Arizona Diamondbacks",C,3/12/1994,"Princeton,NJ",'6-1,220,L,R,NC,186997,,669279,Sr,"NCAA 1",60,239,59,83,14,1,14,61,3,3,40,29,5,0,4,0,4,141,288,29,54,.347,.444,.590,1.034,.410,.243,.345,13.89,10.07,0.73,17.07
Gavin,Stupienski,2016,"UNC Wilmington","Colonial Athletic Association",June-Reg,12,359,Y,"Arizona Diamondbacks",C,3/12/1994,"Princeton,NJ",'6-1,220,L,R,NC,186997,,669279,Sr,"NCAA 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Robbie,Thorburn,2017,"UNC Wilmington","Colonial Athletic Association",June-Reg,31,938,Y,"Baltimore Orioles",OF,3/30/1995,"Raleigh,NC",'5-11,175,L,R,NC,186998,,642143,SR,"NCAA 1",54,187,38,54,6,3,5,27,12,6,24,39,7,4,3,0,5,81,225,14,40,.289,.385,.433,.818,.305,.144,.336,10.67,17.33,1.63,37.40
Brady,Cox,2017,"UT Arlington","Sun Belt Conference",June-Reg,36,1080,Y,"Kansas City Royals",C,10/24/1994,"Fort Worth,TX",'6-0,205,R,R,TX,187001,,674311,SR,"NCAA 1",54,214,33,49,10,0,0,16,2,0,27,32,5,1,4,0,8,59,251,10,39,.229,.324,.276,.600,.182,.047,.263,10.76,12.75,1.19,0.00
Logan,Landon,2015,UTRGV,"Western Athletic Conference",June-Reg,10,312,Y,"Los Angeles Dodgers",OF,2/17/1993,"Lansing,MI",'6-2,180,R,R,TX,187159,,664860,Sr,"NCAA 1",51,191,51,73,14,4,8,47,17,4,30,30,5,1,1,0,4,119,228,26,47,.382,.476,.623,1.099,.466,.241,.422,13.16,13.16,1.00,23.88
Grant,Massey,2015,Lipscomb,"Atlantic Sun Conference",June-Reg,26,772,Y,"Chicago White Sox",SS,7/10/1992,"Russellville,AR",'5-11,190,R,R,TN,187192,,665116,Sr,"NCAA 1",59,229,37,79,12,2,2,44,18,3,18,33,6,11,3,0,5,101,267,16,63,.345,.402,.441,.843,.240,.096,.391,6.74,12.36,1.83,114.50
Cole,Bauml,2015,"Northern Kentucky","Atlantic Sun Conference",June-Reg,10,310,Y,"Detroit Tigers",OF,11/2/1992,"Humboldt,SK",'6-3,205,L,R,KY,187198,,664828,Sr,"NCAA 1",41,163,34,57,25,1,8,22,14,0,22,28,6,0,0,0,7,108,191,34,23,.350,.445,.663,1.108,.534,.313,.386,11.52,14.66,1.27,20.38
Zach,Nehrir,2015,"Houston Baptist","Southland Conference",June-Reg,16,466,Y,"Arizona Diamondbacks",OF,1/28/1993,"Orange,CA",'6-2,205,R,R,TX,187311,,664215,Sr,"NCAA 1",54,228,35,76,10,5,5,44,11,5,14,19,7,0,1,0,3,111,250,20,56,.333,.388,.487,.875,.241,.154,.346,5.60,7.60,1.36,45.60
Bradley,Jones,2016,"College of Charleston","Colonial Athletic Association",June-Reg,18,552,Y,"Toronto Blue Jays",3B,6/12/1995,"Travelers Rest,SC",'6-1,180,R,R,SC,187335,,641735,Jr,"NCAA 1",56,218,45,61,12,0,11,46,2,0,35,49,4,1,3,0,9,106,261,23,38,.280,.385,.486,.871,.376,.206,.311,13.41,18.77,1.40,19.82
Chris,Clare,2016,"High Point","Big South Conference",June-Reg,21,631,Y,"Baltimore Orioles",SS,11/24/1994,"Fort Mill,SC",'6-2,175,R,R,NC,187386,,670133,Jr,"NCAA 1",55,223,39,77,15,1,2,27,11,4,18,33,2,4,5,0,3,100,252,18,59,.345,.391,.448,.839,.215,.103,.389,7.14,13.10,1.83,111.50
Mitch,Reeves,2017,"Florida Southern","Sunshine State Conference",June-Reg,32,972,Y,"Cleveland Indians",RF,11/18/1994,"Winter Springs,FL",'6-2,210,R,R,FL,187394,,666964,SR,"NCAA 2",52,204,55,74,8,0,17,53,6,3,38,44,4,0,2,0,4,133,248,25,49,.363,.468,.652,1.120,.490,.289,.393,15.32,17.74,1.16,12.00
Jake,Lumley,2017,Canisius,"Metro Atlantic Athletic Conference",June-Reg,33,981,Y,"Oakland Athletics",2B,2/13/1995,"Windsor,ON",'6-1,178,L,R,NY,187446,,615696,SR,"NCAA 1",57,228,46,81,12,3,2,21,17,4,29,40,5,6,2,0,2,105,270,17,64,.355,.436,.461,.897,.289,.106,.420,10.74,14.81,1.38,114.00
Ryan,Grotjohn,2017,"Cal State Bakersfield","Western Athletic Conference",June-Reg,10,292,Y,"Arizona Diamondbacks",SS,4/25/1995,"Bakersfield,CA",'6-2,175,L,R,CA,187508,,676639,SR,"NCAA 1",56,213,51,83,15,4,1,42,6,4,23,20,7,0,3,0,6,109,246,20,63,.390,.459,.512,.971,.239,.122,.421,9.35,8.13,0.87,213.00
Mike,McCann,2016,Seattle,"Western Athletic Conference",June-Reg,24,733,Y,"Kansas City Royals",C,7/11/1995,"Vancouver,WA",'6-2,205,L,R,WA,187525,,641836,Jr,"NCAA 1",38,119,28,38,9,0,2,15,1,1,37,19,3,9,0,0,1,53,168,11,27,.319,.491,.445,.936,.437,.126,.367,22.02,11.31,0.51,59.50
Brandon,Bingel,2016,Bryant,"Northeast Conference",June-Reg,22,675,Y,"Pittsburgh Pirates",P,2/2/1995,"Peabody,MA",'5-10,185,R,R,RI,187577,,670423,Jr,"NCAA 1",57,197,40,56,10,1,8,40,3,0,22,27,2,4,7,0,6,92,232,19,37,.284,.351,.467,.818,.310,.183,.284,9.48,11.64,1.23,24.63
Will,Savage,2016,Columbia,"Ivy League",June-Reg,16,475,Y,"Detroit Tigers",2B,12/9/1994,"London,EN",'6-0,185,R,R,NY,187585,,670074,Jr,"NCAA 1",41,158,36,58,11,1,2,15,20,5,26,15,3,1,1,0,0,77,189,14,44,.367,.463,.487,.950,.380,.120,.394,13.76,7.94,0.58,79.00
Ryan,O'Malley,2016,"Sonoma State","California Collegiate Athletic Association",June-Reg,25,739,Y,"Atlanta Braves",3B,2/2/1994,"Park Ridge,IL",'6-2,205,L,R,CA,187597,,670438,Sr,"NCAA 2",48,176,35,59,14,2,7,32,4,1,34,34,2,0,3,0,2,98,215,23,36,.335,.442,.557,.999,.432,.222,.377,15.81,15.81,1.00,25.14
Riley,Adams,2017,"San Diego","West Coast Conference",June-Reg,3,99,Y,"Toronto Blue Jays",C,6/26/1996,"Encinitas,CA",'6-4,263,R,R,CA,187834,adamr004,656180,JR,"NCAA 1",54,202,45,63,12,0,13,47,2,0,33,57,10,0,5,0,0,114,250,25,38,.312,.424,.564,.988,.426,.252,.365,13.20,22.80,1.73,15.54
Luis,Alvarado,2018,Nebraska,"Big Ten Conference",June-Reg,17,511,Y,"Los Angeles Angels",P,1/5/1997,"Salinas,PR",'6-4,210,R,R,NE,187838,,656187,Sr,"NCAA 1",4,14,1,3,0,0,0,0,0,0,2,3,0,0,0,0,1,3,16,0,3,.214,.313,.214,.527,.143,.000,.273,12.50,18.75,1.50,0.00
Andrew,Bechtold,2017,Chipola,"Panhandle Conference (FL)",June-Reg,5,136,Y,"Minnesota Twins",3B,4/18/1996,"Chadds Ford,PA",'6-1,185,R,R,FL,187857,,657510,Jr,NJCAA,60,210,81,88,16,1,12,65,24,4,49,44,3,2,1,0,4,142,265,29,59,.419,.532,.676,1.208,.586,.257,.490,18.49,16.60,0.90,17.50
Justin,Bellinger,2017,Duke,"Atlantic Coast Conference",June-Reg,22,647,Y,"Cincinnati Reds",1B,8/18/1995,"Boston,MA",'6-6,245,L,L,NC,187861,,656225,JR,"NCAA 1",34,88,7,17,6,0,2,13,0,0,9,26,0,2,2,0,3,29,101,8,9,.193,.263,.330,.593,.239,.137,.242,8.91,25.74,2.89,44.00
Jesse,Berardi,2017,"St. John's","Big East Conference",June-Reg,10,312,Y,"Cleveland Indians",SS,1/13/1996,"Commack,NY",'5-9,185,L,R,NY,187862,,656229,JR,"NCAA 1",55,225,47,80,10,1,4,47,12,3,38,35,5,4,2,0,6,104,274,15,65,.356,.456,.462,.918,.316,.106,.404,13.87,12.77,0.92,56.25
Tate,Blackman,2017,"Ole Miss","Southeastern Conference",June-Reg,13,387,Y,"Chicago White Sox",2B,9/7/1994,"Orlando,FL",'6-0,195,R,R,MS,187868,,656238,JR,"NCAA 1",55,202,46,61,10,4,9,30,9,4,34,46,8,1,1,0,4,106,246,23,38,.302,.420,.525,.945,.416,.223,.351,13.82,18.70,1.35,22.44
Bryson,Brigman,2016,"San Diego","West Coast Conference",June-Reg,3,87,Y,"Seattle Mariners",SS,6/19/1995,"San Jose,CA",'5-10,180,R,R,CA,187876,,624417,So,"NCAA 1",47,191,31,71,8,1,0,22,17,7,16,19,5,4,3,0,3,81,219,9,62,.372,.428,.424,.852,.188,.052,.406,7.31,8.68,1.19,0.00
Quinn,Brodey,2017,Stanford,"Pacific-12 Conference",June-Reg,3,97,Y,"New York Mets",RF,12/1/1995,"Glendale,CA",'6-1,195,L,L,CA,187877,,656260,JR,"NCAA 1",58,239,41,75,17,4,11,51,3,3,22,33,2,1,4,0,3,133,268,32,43,.314,.371,.556,.927,.335,.242,.322,8.21,12.31,1.50,21.73
Tyler,Brown,2015,"Southern Nevada","Scenic West Conference",June-Reg,26,786,Y,"San Francisco Giants",SS,1/18/1995,"Henderson,NV",'6-1,180,R,R,NV,187879,,657531,So,NJCAA,61,217,45,70,10,5,3,37,17,8,23,18,14,1,2,0,0,99,257,18,52,.323,.418,.456,.874,.281,.133,.338,8.95,7.00,0.78,72.33
Logan,Browning,2018,"Florida Southern","Sunshine State Conference",June-Reg,24,730,Y,"Boston Red Sox",P,9/3/1995,"Lakeland,FL",'5-8,175,L,L,FL,187880,,656262,Sr,"NCAA 2",57,141,38,62,14,3,4,30,0,1,20,17,6,0,2,0,2,94,169,21,41,.440,.521,.667,1.188,.362,.227,.475,11.83,10.06,0.85,35.25
Grayson,Byrd,2019,Clemson,"Atlantic Coast Conference",June-Reg,24,732,Y,"Chicago Cubs",IF,6/16/1996,"Queens,NY",'6-3,205,L,R,SC,187890,,656282,5S,"NCAA 1",61,250,49,79,16,2,16,59,4,3,27,48,6,0,1,0,4,147,284,34,45,.316,.394,.588,.982,.384,.272,.337,9.51,16.90,1.78,15.63
Elliott,Cary,2019,"Oklahoma City","Sooner Athletic Conference",June-Reg,29,862,Y,"Detroit Tigers",OF,10/1/1995,"Crestview,FL",'6-3,175,L,L,OK,187899,,656294,5S,NAIA,59,211,62,64,10,0,12,41,6,1,24,54,6,1,3,0,2,110,245,22,42,.303,.385,.521,.906,.355,.218,.351,9.80,22.04,2.25,17.58
Carl,Chester,2017,Miami,"Atlantic Coast Conference",June-Reg,12,349,Y,"Tampa Bay Rays",CF,12/12/1995,"Longwood,FL",'6-0,200,R,R,FL,187908,,656309,JR,"NCAA 1",58,224,41,63,13,1,4,30,8,6,24,21,7,4,1,0,3,90,260,18,45,.281,.367,.402,.769,.237,.121,.295,9.23,8.08,0.88,56.00
Dazon,Cole,2018,"Central Michigan","Mid-American Conference",June-Reg,25,751,Y,"Los Angeles Angels",P,5/3/1996,"Pontiac,MI",'5-11,180,R,R,MI,187910,,657543,Sr,"NCAA 1",22,41,10,8,2,0,0,1,4,0,7,13,0,2,1,0,0,10,51,2,6,.195,.306,.244,.550,.317,.049,.276,13.73,25.49,1.86,0.00
Joe,Dunand,2017,"North Carolina State","Atlantic Coast Conference",June-Reg,2,51,Y,"Miami Marlins",3B,9/20/1995,"Miami,FL",'6-1,205,R,R,NC,187944,dunaj001,656388,JR,"NCAA 1",61,209,42,60,12,3,18,51,2,0,19,45,10,0,4,0,3,132,242,33,27,.287,.368,.632,1.000,.445,.345,.280,7.85,18.60,2.37,11.61
Stuart,Fairchild,2017,"Wake Forest","Atlantic Coast Conference",June-Reg,2,38,Y,"Cincinnati Reds",OF,3/17/1996,"Seattle,WA",'5-11,205,R,R,NC,187956,fairs001,656413,JR,"NCAA 1",63,261,65,94,19,1,17,67,21,5,31,54,8,1,3,0,6,166,304,37,57,.360,.439,.636,1.075,.456,.276,.399,10.20,17.76,1.74,15.35
Zack,Gahagan,2018,"North Carolina","Atlantic Coast Conference",June-Reg,39,1173,Y,"St. Louis Cardinals",SS,8/3/1995,"Fletcher,NC",'6-1,195,R,R,NC,187971,,656442,Sr,"NCAA 1",64,231,44,63,6,0,7,40,4,1,32,50,4,2,4,0,3,90,273,13,50,.273,.365,.390,.755,.268,.117,.315,11.72,18.32,1.56,33.00
John,Gavin,2017,"Cal State Fullerton","Big West Conference",June-Reg,8,246,Y,"San Francisco Giants",P,10/10/1995,"San Francisco,CA",'6-6,250,R,L,CA,187975,,656451,JR,"NCAA 1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Lucas,Gilbreath,2017,Minnesota,"Big Ten Conference",June-Reg,7,206,Y,"Colorado Rockies",P,3/5/1996,"Westminster,CO",'6-1,185,L,L,MN,187979,gilbl001,656458,JR,"NCAA 1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
Joe,Gillette,2018,Menlo,"Golden State Athletic Conference",June-Reg,36,1089,Y,"Arizona Diamondbacks",3B,12/15/1995,"Santa Cruz,CA",'6-4,220,R,R,CA,187981,,656461,Sr,NAIA,44,162,35,47,6,2,10,34,5,1,36,53,5,0,0,0,0,87,203,18,29,.290,.433,.537,.970,.494,.247,.374,17.73,26.11,1.47,16.20
Isiah,Gilliam,2015,Chipola,"Panhandle Conference (FL)",June-Reg,20,603,Y,"New York Yankees",1B,7/23/1996,"Lilburn,GA",'6-1,220,B,R,FL,187982,,656462,Fr,NJCAA,52,188,36,68,20,0,5,52,3,1,17,33,5,0,4,0,6,103,214,25,43,.362,.421,.548,.969,.287,.186,.409,7.94,15.42,1.94,37.60
Tristan,Gray,2017,Rice,"Conference USA",June-Reg,13,388,Y,"Pittsburgh Pirates",2B,3/22/1996,"Houston,TX",'6-1,215,L,R,TX,187997,grayt001,656484,JR,"NCAA 1",47,176,27,55,16,0,8,39,1,2,24,34,4,0,4,0,2,95,208,24,31,.313,.399,.540,.939,.358,.227,.341,11.54,16.35,1.42,22.00
Michael,Gretler,2018,"Oregon State","Pacific-12 Conference",June-Reg,10,294,Y,"Pittsburgh Pirates",3B,1/1/1996,"Tacoma,WA",'6-2,180,R,R,OR,187998,,656489,Sr,"NCAA 1",68,262,43,80,21,1,7,51,1,0,22,46,12,6,5,0,8,124,307,29,51,.305,.379,.473,.852,.256,.168,.341,7.17,14.98,2.09,37.43
Dalton,Guthrie,2017,Florida,"Southeastern Conference",June-Reg,6,173,Y,"Philadelphia Phillies",SS,12/23/1995,"Sarasota,FL",'5-11,160,R,R,FL,188001,guthd001,656495,JR,"NCAA 1",65,253,39,69,9,0,4,23,11,7,27,41,6,1,6,0,3,90,293,13,56,.273,.349,.356,.705,.206,.083,.304,9.22,13.99,1.52,63.25
K.J.,Harrison,2017,"Oregon State","Pacific-12 Conference",June-Reg,3,84,Y,"Milwaukee Brewers",C,8/11/1996,"Kailua,HI",'6-0,208,R,R,OR,188005,,656508,JR,"NCAA 1",54,217,30,68,13,0,9,43,7,2,26,41,1,0,5,0,6,108,249,22,46,.313,.382,.498,.880,.327,.185,.343,10.44,16.47,1.58,24.11
Sam,Hilliard,2015,"Wichita State","Missouri Valley Conference",June-Reg,15,437,Y,"Colorado Rockies",OF,2/21/1994,"Mansfield,TX",'6-5,236,L,L,KS,188019,hills005,656541,Jr,"NCAA 1",58,218,45,73,14,4,8,51,9,1,22,46,1,0,2,0,1,119,243,26,47,.335,.395,.546,.941,.349,.211,.392,9.05,18.93,2.09,27.25
Tra,Holmes,2017,Faulkner,"Southern States Athletic Conference",June-Reg,11,322,Y,"Arizona Diamondbacks",CF,7/10/1996,"Tallahassee,FL",'6-0,175,R,R,AL,188024,,657618,JR,NAIA,65,212,74,69,11,4,8,43,59,69,47,55,16,2,3,0,0,112,280,23,46,.325,.475,.528,1.003,.377,.203,.401,16.79,19.64,1.17,26.50
Chris,Hudgins,2017,"Cal State Fullerton","Big West Conference",June-Reg,16,480,Y,"Kansas City Royals",C,3/2/1996,"San Diego,CA",'6-1,190,R,R,CA,188028,,657621,JR,"NCAA 1",52,171,24,41,10,1,5,33,3,1,10,46,2,6,1,0,3,68,190,16,25,.240,.288,.398,.686,.228,.158,.298,5.26,24.21,4.60,34.20
Todd,Isaacs,2015,"Palm Beach State","Southern Conference (FL)",June-Reg,19,574,Y,"Cleveland Indians",OF,5/22/1996,"New Providence,BM",'6-0,215,R,R,FL,188030,,656575,Fr,NJCAA,57,221,40,73,6,1,0,30,31,7,12,34,5,16,1,0,0,81,255,7,66,.330,.377,.367,.744,.199,.037,.388,4.71,13.33,2.83,0.00
Jared,James,2016,"Cal Poly Pomona","California Collegiate Athletic Association",June-Reg,34,1009,Y,"Atlanta Braves",OF,2/22/1994,"Sacramento,CA",'6-1,185,L,R,CA,188032,,657623,5S,"NCAA 2",61,231,51,72,17,2,7,38,14,4,32,24,9,0,3,0,3,114,275,26,46,.312,.411,.494,.905,.364,.182,.320,11.64,8.73,0.75,33.00
Cobi,Johnson,2018,"Florida State","Atlantic Coast Conference",June-Reg,30,896,Y,"Toronto Blue Jays",P,11/6/1995,"Holiday,FL",'6-4,225,R,R,FL,188037,,656586,Sr,"NCAA 1",6,12,4,3,0,1,1,7,0,0,4,5,0,0,0,0,0,8,16,2,1,.250,.438,.667,1.105,.750,.417,.333,25.00,31.25,1.25,12.00
John,Jones,2018,"North Greenville","Conference Carolinas",June-Reg,32,953,Y,"Oakland Athletics",C,10/9/1995,"Orlando,FL",'5-10,190,B,R,CA,188041,,657626,Sr,"NCAA 2",52,194,49,76,14,0,8,59,10,2,28,21,1,0,7,0,3,114,230,22,54,.392,.457,.588,1.045,.381,.196,.395,12.17,9.13,0.75,24.25
Travis,Jones,2017,Texas,"Big 12 Conference",June-Reg,29,870,Y,"Kansas City Royals",UTL,9/29/1995,"Humble,TX",'6-4,210,R,R,TX,188042,,657629,JR,"NCAA 1",63,217,40,55,18,1,4,32,14,0,36,52,15,2,2,0,2,87,272,23,32,.253,.393,.401,.794,.378,.148,.313,13.24,19.12,1.44,54.25
Denis,Karas,2017,California,"Pacific-12 Conference",June-Reg,10,299,Y,"Miami Marlins",3B,11/27/1995,"Lafayette,CA",'5-11,180,R,R,CA,188046,,657633,JR,"NCAA 1",54,211,28,51,11,0,12,37,5,3,19,57,3,1,1,0,1,98,235,23,28,.242,.312,.464,.776,.322,.222,.273,8.09,24.26,3.00,17.58
Jeren,Kendall,2017,Vanderbilt,"Southeastern Conference",June-Reg,1,23,Y,"Los Angeles Dodgers",OF,2/4/1996,"Clearwater,FL",'5-11,190,L,R,TN,188050,,656607,JR,"NCAA 1",62,261,59,80,10,5,15,53,20,4,24,74,5,2,3,0,1,145,295,30,50,.307,.372,.556,.928,.402,.249,.371,8.14,25.08,3.08,17.40
Jon,Littell,2018,"Oklahoma State","Big 12 Conference",June-Reg,37,1124,Y,"Los Angeles Dodgers",OF,8/16/1995,"Stillwater,OK",'6-3,218,R,R,OK,188080,,657662,Sr,"NCAA 1",58,218,42,58,12,4,7,42,8,0,27,51,11,1,2,0,2,99,259,23,35,.266,.372,.454,.826,.349,.188,.315,10.42,19.69,1.89,31.14
Drew,Lugbauer,2017,Michigan,"Big Ten Conference",June-Reg,11,320,Y,"Atlanta Braves",C,8/23/1996,"Pleasant Valley,NY",'6-4,220,L,R,MI,188086,,656666,JR,"NCAA 1",59,222,43,64,13,1,12,60,2,1,38,68,5,1,2,0,3,115,268,26,38,.288,.401,.518,.919,.405,.230,.361,14.18,25.37,1.79,18.50
Riley,Mahan,2017,Kentucky,"Southeastern Conference",June-Reg,3,89,Y,"Miami Marlins",2B,12/31/1995,"Milford,OH",'6-2,220,L,R,KY,188089,,657669,JR,"NCAA 1",66,262,58,88,23,3,15,67,9,3,22,56,6,3,6,0,4,162,299,41,47,.336,.392,.618,1.010,.389,.282,.371,7.36,18.73,2.55,17.47
J.J.,Matijevic,2017,Arizona,"Pacific-12 Conference",June-Reg,2,75,Y,"Houston Astros",2B,11/14/1995,"Latrobe,PA",'6-0,206,L,R,AZ,188102,matij001,656695,JR,"NCAA 1",59,240,57,92,30,0,10,65,9,1,23,38,5,0,7,0,1,152,275,40,52,.383,.436,.633,1.069,.379,.250,.412,8.36,13.82,1.65,24.00
Brendan,McKay,2017,Louisville,"Atlantic Coast Conference",June-Reg,1,4,Y,"Tampa Bay Rays",1B,12/18/1995,"Beaver Falls,PA",'6-2,220,L,L,KY,188106,mckab001,656713,JR,"NCAA 1",64,223,57,76,15,1,18,57,2,0,45,39,5,0,3,0,2,147,276,34,42,.341,.457,.659,1.116,.529,.318,.343,16.30,14.13,0.87,12.39
Kirvin,Moesquit,2015,Seminole-FL,"Mid-Florida Conference",June-Reg,24,733,Y,"Baltimore Orioles",3B,3/10/1995,"Willemstad,CC",'5-8,165,B,R,FL,188116,,656751,Fr,NJCAA,48,174,41,64,10,2,3,29,25,7,22,19,3,2,1,0,0,87,202,15,49,.368,.445,.500,.945,.362,.132,.399,10.89,9.41,0.86,58.00
Bryce,"Montes de Oca",2018,Missouri,"Southeastern Conference",June-Reg,9,260,Y,"New York Mets",P,4/23/1996,"Lawrence,KS",'6-7,265,R,R,MO,188118,montb001,656755,Sr,"NCAA 1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,.000,.000,0.00,0.00,0.00,0.00
DeAires,Moses,2016,"Volunteer State","Tennessee Community College Athletic Association",June-Reg,19,567,Y,"Seattle Mariners",CF,11/30/1995,"Goodlettsville,TN",'5-9,170,L,L,TN,188127,,657691,So,NJCAA,34,117,23,38,6,3,2,25,15,8,18,23,2,1,1,0,0,56,139,11,27,.325,.420,.479,.899,.368,.154,.387,12.95,16.55,1.28,58.50
Ricky,Negron,2017,Tampa,"Sunshine State Conference",June-Reg,34,1010,Y,"Atlanta Braves",UTL,5/19/1995,"Babylon,NY",'6-2,205,R,R,FL,188133,,657694,SR,"NCAA 2",13,22,5,4,0,0,2,7,0,0,0,6,1,0,0,0,2,10,23,2,2,.182,.217,.455,.672,.273,.273,.143,0.00,26.09,0.00,11.00
Nick,Nelson,2016,"Gulf Coast State","Panhandle Conference (FL)",June-Reg,4,128,Y,"New York Yankees",P,12/5/1995,"Panama City,FL",'6-1,205,R,R,FL,188134,nelsn001,656793,So,NJCAA,57,224,40,66,9,1,12,54,0,0,15,30,2,0,5,0,11,113,246,22,44,.295,.337,.504,.841,.277,.209,.289,6.10,12.20,2.00,18.67
Joshua,Palacios,2016,Auburn,"Southeastern Conference",June-Reg,4,132,Y,"Toronto Blue Jays",OF,7/30/1995,"Brooklyn,NY",'6-0,210,L,R,AL,188151,palaj001,641943,Jr,"NCAA 1",34,143,34,55,9,4,5,23,12,5,19,27,2,1,0,0,2,87,165,18,37,.385,.463,.608,1.071,.406,.223,.450,11.52,16.36,1.42,28.60
Michael,Papierski,2017,LSU,"Southeastern Conference",June-Reg,9,271,Y,"Houston Astros",C,2/26/1996,"Palos Heights,IL",'6-3,224,B,R,LA,188155,papim001,657709,JR,"NCAA 1",65,176,37,45,6,0,11,39,4,0,40,49,4,8,2,0,4,84,230,17,28,.256,.401,.477,.878,.472,.221,.288,17.39,21.30,1.23,16.00
L.P.,Pelletier,2016,Seminole-OK,"Bi-State Conference",June-Reg,20,607,Y,"Houston Astros",2B,2/1/1996,"Montreal,QC",'5-10,195,R,R,OK,188159,,647312,Jr,NJCAA,54,229,84,102,18,4,24,65,16,3,18,18,10,3,1,0,0,200,261,46,56,.445,.504,.873,1.377,.563,.428,.415,6.90,6.90,1.00,9.54
Willie,Rios,2016,"Florida Southwestern","SunCoast Conference",June-Reg,16,481,Y,"Baltimore Orioles",P,2/6/1996,"New London,CT",'5-11,190,B,L,FL,188187,,656895,So,NJCAA,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,.000,.500,.000,.500,1.000,.000,.000,50.00,0.00,0.00,0.00
Mike,Rivera,2017,Florida,"Southeastern Conference",June-Reg,6,192,Y,"Cleveland Indians",C,12/12/1995,"Venice,FL",'5-9,200,R,R,FL,188191,,657741,JR,"NCAA 1",47,151,23,36,7,1,3,28,1,0,20,19,6,3,2,0,10,54,182,11,25,.238,.346,.358,.704,.258,.120,.252,10.99,10.44,0.95,50.33
Mitchell,Robinson,2018,"British Columbia","Cascade Collegiate Conference",June-Reg,21,637,Y,"New York Yankees",3B,3/17/1996,"Surrey,BC",'6-3,200,R,R,BC,188195,,647321,Sr,NAIA,52,205,37,74,16,2,8,54,6,0,28,27,5,0,5,0,2,118,243,26,48,.361,.440,.576,1.016,.380,.215,.377,11.52,11.11,0.96,25.63
Nathan,Rodriguez,2016,"Cypress College","Orange Empire",June-Reg,21,621,Y,"Milwaukee Brewers",C,9/30/1995,"Orange,CA",'5-10,210,R,R,CA,188198,,656909,So,CCCAA,46,164,27,51,7,1,2,31,5,0,24,11,0,3,2,0,8,66,193,10,41,.311,.395,.402,.797,.268,.091,.320,12.44,5.70,0.46,82.00
Ryder,Ryan,2016,"North Carolina","Atlantic Coast Conference",June-Reg,30,902,Y,"Cleveland Indians",P,5/11/1995,"Huntersville,NC",'6-2,205,R,R,NC,188202,ryanr002,656924,So,"NCAA 1",20,26,3,6,2,0,0,2,1,0,5,8,0,0,0,0,1,8,31,2,4,.231,.355,.308,.663,.308,.077,.333,16.13,25.81,1.60,0.00
Benito,Santiago,2018,Tennessee,"Southeastern Conference",June-Reg,34,1023,Y,"St. Louis Cardinals",C,3/31/1995,"San Diego,CA",'6-0,190,L,R,TN,188209,,656931,Sr,"NCAA 1",54,203,30,53,15,1,7,34,2,1,19,68,2,1,2,0,10,91,227,23,30,.261,.327,.448,.775,.286,.187,.354,8.37,29.96,3.58,29.00
JJ,Schwarz,2018,Florida,"Southeastern Conference",June-Reg,8,233,Y,"Oakland Athletics",C,3/28/1996,"Palm Beach Gardens,FL",'6-1,205,R,R,FL,188215,,656943,Sr,"NCAA 1",59,221,51,68,16,2,13,48,4,3,28,60,3,0,6,0,1,127,258,31,37,.308,.384,.575,.959,.398,.267,.357,10.85,23.26,2.14,17.00
Gavin,Sheets,2017,"Wake Forest","Atlantic Coast Conference",June-Reg,2,49,Y,"Chicago White Sox",1B,4/23/1996,"Lutherville,MD",'6-3,235,L,L,NC,188218,sheeg001,657757,JR,"NCAA 1",63,240,57,76,10,1,21,84,1,0,46,37,3,0,6,0,9,151,295,32,44,.317,.424,.629,1.053,.508,.312,.293,15.59,12.54,0.80,11.43
